id,timestamp,description,category,amount,type
1215,2026-02-10 11:20:45,Petrol Station,Travel,-1004.36,expense
1213,2026-02-10 12:08:43,Internet Bill,Bills,-665.16,expense
1216,2026-02-10 20:06:52,Restaurant Dinner,Food,-167.22,expense
1214,2026-02-10 20:39:18,Cashback Refund,Other,503.65,income
1219,2026-02-11 08:55:06,Swiggy Order,Food,-229.78,expense
1220,2026-02-11 16:26:05,Laundry Service,Other,-98.54,expense
1218,2026-02-11 18:29:29,Haircut Salon,Other,-199.22,expense
1217,2026-02-11 22:31:26,Restaurant Dinner,Food,-260.31,expense
1222,2026-02-12 10:11:38,Haircut Salon,Other,-124.37,expense
1221,2026-02-12 20:41:46,ATM Withdrawal,Other,-989.5,expense
1223,2026-02-13 08:06:14,Ola Cab,Travel,-218.57,expense
1224,2026-02-13 15:31:52,ATM Withdrawal,Other,-653.31,expense
1225,2026-02-13 20:58:41,Medical Consultation,Other,-479.43,expense
1229,2026-02-14 10:03:02,Pharmacy,Shopping,-187.49,expense
1226,2026-02-14 16:46:55,Zomato Delivery,Food,-356.14,expense
1228,2026-02-14 19:55:31,Auto Rickshaw,Travel,-27.69,expense
1227,2026-02-14 21:51:19,Uber Ride,Travel,-133.46,expense
1231,2026-02-15 18:05:17,Laundry Service,Other,-162.93,expense
1230,2026-02-15 22:37:14,Flipkart Purchase,Shopping,-629.68,expense
1234,2026-02-16 10:44:38,Restaurant Dinner,Food,-467.47,expense
1232,2026-02-16 16:49:02,Lunch Canteen,Food,-115.2,expense
1233,2026-02-16 22:01:46,Medical Consultation,Other,-575.78,expense
1237,2026-02-17 07:18:56,Grocery Store,Food,-511.43,expense
1235,2026-02-17 12:01:10,Freelance Payment,Freelance,8105.34,income
1236,2026-02-17 19:33:05,Laundry Service,Other,-232.28,expense
1238,2026-02-17 21:57:09,Cafe Coffee,Food,-92.19,expense
1241,2026-02-18 12:08:05,Petrol Station,Travel,-1424.26,expense
1239,2026-02-18 15:39:06,Freelance Payment,Freelance,9775.14,income
1240,2026-02-18 18:03:16,Juice Bar,Food,-60.14,expense
1243,2026-02-19 15:51:59,Gym Membership,Other,-681.34,expense
1242,2026-02-19 22:54:12,Bus Pass,Travel,-163.32,expense
1245,2026-02-20 12:17:12,Gym Membership,Other,-784.81,expense
1244,2026-02-20 18:39:18,Gym Membership,Other,-741.77,expense
1247,2026-02-21 11:30:11,Cafe Coffee,Food,-53.81,expense
1246,2026-02-21 13:42:16,Pharmacy,Shopping,-377.16,expense
1251,2026-02-22 11:08:14,Grocery Store,Food,-672.54,expense
1250,2026-02-22 16:19:46,Ola Cab,Travel,-155.1,expense
1249,2026-02-22 17:27:00,Haircut Salon,Other,-179.47,expense
1248,2026-02-22 21:00:10,Pharmacy,Shopping,-303.35,expense
1254,2026-02-23 07:09:24,Cafe Coffee,Food,-83.71,expense
1253,2026-02-23 19:52:58,Haircut Salon,Other,-163.32,expense
1252,2026-02-23 22:52:12,Bus Pass,Travel,-150.21,expense
1255,2026-02-24 08:23:40,Lunch Canteen,Food,-123.64,expense
1256,2026-02-24 16:25:49,Swiggy Order,Food,-213.44,expense
1257,2026-02-25 15:36:27,Gym Membership,Other,-829.44,expense
1258,2026-02-25 22:12:00,Swiggy Order,Food,-170.93,expense
1260,2026-02-26 11:48:09,Haircut Salon,Other,-180.96,expense
1259,2026-02-26 12:17:11,Street Food,Food,-62.73,expense
1262,2026-02-27 06:36:56,Zomato Delivery,Food,-245.46,expense
1261,2026-02-27 18:17:29,ATM Withdrawal,Other,-1374.75,expense
1263,2026-02-28 08:01:33,Salary Deposit,Salary,61159.89,income
1264,2026-02-28 13:06:17,Clothing Store,Shopping,-778.61,expense
1266,2026-02-28 17:52:32,Books Purchase,Other,-174.55,expense
1265,2026-02-28 22:09:06,Lunch Canteen,Food,-99.26,expense
1269,2026-03-01 09:45:15,Street Food,Food,-48.73,expense
1267,2026-03-01 10:00:50,Rent Payment,Rent,-12811.84,expense
1268,2026-03-01 19:28:47,Spotify Premium,Entertainment,-119,expense
1270,2026-03-01 19:29:06,Gym Membership,Other,-727.72,expense
1271,2026-03-01 21:59:54,Sports Event Ticket,Entertainment,-832.61,expense
1273,2026-03-02 09:20:57,Swiggy Order,Food,-165.55,expense
1274,2026-03-02 14:48:22,Books Purchase,Other,-216.29,expense
1275,2026-03-02 19:58:47,Cafe Coffee,Food,-90.31,expense
1272,2026-03-02 20:39:44,Cashback Refund,Other,311.05,income
1279,2026-03-03 07:52:53,Metro Card Recharge,Travel,-286.56,expense
1276,2026-03-03 13:08:19,Freelance Payment,Freelance,12871.12,income
1280,2026-03-03 15:53:22,Bus Pass,Travel,-93.71,expense
1277,2026-03-03 20:38:24,Zomato Delivery,Food,-208.83,expense
1278,2026-03-03 23:29:18,Bakery,Food,-98.01,expense
1283,2026-03-04 08:18:20,Cafe Coffee,Food,-46.7,expense
1281,2026-03-04 15:10:40,Laundry Service,Other,-226.49,expense
1282,2026-03-04 18:02:43,Swiggy Order,Food,-184.87,expense
1286,2026-03-05 08:24:53,Swiggy Order,Food,-134.61,expense
1284,2026-03-05 13:32:14,Electricity Bill,Bills,-691.0,expense
1285,2026-03-05 15:43:00,Restaurant Dinner,Food,-148.25,expense
1288,2026-03-05 17:15:21,Zomato Delivery,Food,-344.92,expense
1287,2026-03-05 23:42:38,Restaurant Dinner,Food,-158.39,expense
1290,2026-03-06 06:16:04,Haircut Salon,Other,-164.35,expense
1292,2026-03-06 13:31:32,Bus Pass,Travel,-96.62,expense
1289,2026-03-06 19:10:26,Netflix Subscription,Entertainment,-649,expense
1291,2026-03-06 21:12:47,Swiggy Order,Food,-269.11,expense
1295,2026-03-07 12:04:22,Clothing Store,Shopping,-1259.59,expense
1293,2026-03-07 17:59:14,Amazon Prime,Entertainment,-299,expense
1294,2026-03-07 23:21:38,Concert Tickets,Entertainment,-1141.32,expense
1298,2026-03-08 07:39:11,Bus Pass,Travel,-164.28,expense
1296,2026-03-08 16:11:37,Bakery,Food,-129.62,expense
1297,2026-03-08 18:17:22,Books Purchase,Other,-202.09,expense
1299,2026-03-09 12:04:22,Freelance Payment,Freelance,10351.31,income
1300,2026-03-09 13:18:30,Grocery Store,Food,-636.15,expense
1301,2026-03-09 19:28:33,Juice Bar,Food,-40.59,expense
1302,2026-03-09 22:56:49,ATM Withdrawal,Other,-1095.33,expense
1305,2026-03-10 16:51:19,Auto Rickshaw,Travel,-51.01,expense
1303,2026-03-10 20:52:38,Cashback Refund,Other,210.52,income
1304,2026-03-10 23:39:49,Cafe Coffee,Food,-82.23,expense
1308,2026-03-11 13:43:12,Bus Pass,Travel,-76.86,expense
1307,2026-03-11 17:07:44,Ola Cab,Travel,-240.03,expense
1306,2026-03-11 21:38:20,Restaurant Dinner,Food,-290.85,expense
1310,2026-03-12 11:57:51,Ola Cab,Travel,-105.8,expense
1311,2026-03-12 12:49:44,Cafe Coffee,Food,-39.14,expense
1312,2026-03-12 18:15:48,Gym Membership,Other,-887.18,expense
1309,2026-03-12 21:21:02,Swiggy Order,Food,-274.73,expense
1315,2026-03-13 08:07:29,Bus Pass,Travel,-162.62,expense
1313,2026-03-13 15:02:10,Haircut Salon,Other,-258.25,expense
1316,2026-03-13 17:49:29,Ola Cab,Travel,-264.5,expense
1314,2026-03-13 23:57:47,Medical Consultation,Other,-495.89,expense
1317,2026-03-14 16:19:06,Internet Bill,Bills,-860.18,expense
1318,2026-03-14 18:24:34,ATM Withdrawal,Other,-1191.91,expense
1319,2026-03-14 21:41:00,Clothing Store,Shopping,-1856.44,expense
1321,2026-03-15 06:53:35,Grocery Store,Food,-460.81,expense
1320,2026-03-15 17:43:52,Uber Ride,Travel,-170.54,expense
1326,2026-03-16 11:35:22,Metro Card Recharge,Travel,-391.37,expense
1325,2026-03-16 13:46:35,Uber Ride,Travel,-136.75,expense
1323,2026-03-16 13:47:52,Hotel Booking,Travel,-3018.82,expense
1322,2026-03-16 15:47:16,Freelance Payment,Freelance,9206.15,income
1327,2026-03-16 17:23:02,Cafe Coffee,Food,-104.89,expense
1324,2026-03-16 23:08:24,Swiggy Order,Food,-285.68,expense
1328,2026-03-17 11:17:11,Petrol Station,Travel,-1402.69,expense
1329,2026-03-17 20:41:48,Laundry Service,Other,-173.76,expense
1330,2026-03-18 15:51:11,Restaurant Dinner,Food,-335.25,expense
1331,2026-03-18 18:40:13,Uber Ride,Travel,-78.74,expense
1333,2026-03-19 16:22:55,Haircut Salon,Other,-210.28,expense
1332,2026-03-19 20:37:55,Cafe Coffee,Food,-92.28,expense
1337,2026-03-20 15:24:07,Petrol Station,Travel,-1360.3,expense
1334,2026-03-20 17:34:35,Cashback Refund,Other,555.04,income
1336,2026-03-20 18:48:23,Uber Ride,Travel,-174.65,expense
1335,2026-03-20 21:46:54,Bakery,Food,-49.73,expense
1339,2026-03-21 08:06:28,Flipkart Purchase,Shopping,-1058.71,expense
1338,2026-03-21 22:39:11,Zomato Delivery,Food,-162.83,expense
1341,2026-03-22 08:20:30,Street Food,Food,-67.27,expense
1340,2026-03-22 13:01:09,Books Purchase,Other,-162.01,expense
1342,2026-03-22 18:13:30,ATM Withdrawal,Other,-822.88,expense
1344,2026-03-23 06:56:02,Lunch Canteen,Food,-81.45,expense
1343,2026-03-23 21:11:59,Auto Rickshaw,Travel,-78.13,expense
1346,2026-03-24 13:59:55,Laundry Service,Other,-202.49,expense
1345,2026-03-24 21:16:25,Cafe Coffee,Food,-107.11,expense
1348,2026-03-25 06:40:05,Gym Membership,Other,-961.83,expense
1347,2026-03-25 23:42:29,Juice Bar,Food,-76.77,expense
1350,2026-03-26 11:55:55,Gym Membership,Other,-1054.91,expense
1349,2026-03-26 14:37:44,Books Purchase,Other,-453.4,expense
1352,2026-03-27 18:41:46,Swiggy Order,Food,-244.13,expense
1351,2026-03-27 22:09:46,Gym Membership,Other,-689.56,expense
1353,2026-03-28 10:19:58,Salary Deposit,Salary,52364.18,income
1355,2026-03-28 12:39:19,Uber Ride,Travel,-180.71,expense
1354,2026-03-28 23:35:57,Clothing Store,Shopping,-1078.73,expense
1357,2026-03-29 07:51:34,Street Food,Food,-33.26,expense
1358,2026-03-29 15:02:04,Laundry Service,Other,-165.63,expense
1356,2026-03-29 20:42:20,Auto Rickshaw,Travel,-60.52,expense
1359,2026-03-29 22:45:22,Auto Rickshaw,Travel,-53.52,expense
1360,2026-03-30 07:22:26,ATM Withdrawal,Other,-1325.38,expense
1361,2026-03-30 23:41:37,Books Purchase,Other,-147.6,expense
1362,2026-03-31 18:43:22,Petrol Station,Travel,-1693.76,expense
1363,2026-03-31 20:10:13,Street Food,Food,-50.16,expense
1368,2026-04-01 10:28:06,ATM Withdrawal,Other,-1291.52,expense
1364,2026-04-01 11:44:29,Rent Payment,Rent,-10258.09,expense
1365,2026-04-01 12:56:01,Street Food,Food,-29.32,expense
1366,2026-04-01 17:22:23,Cafe Coffee,Food,-36.29,expense
1367,2026-04-01 22:44:40,Medical Consultation,Other,-680.57,expense
1370,2026-04-02 06:57:53,Bakery,Food,-83.66,expense
1369,2026-04-02 20:54:24,Spotify Premium,Entertainment,-119,expense
1371,2026-04-02 23:29:40,ATM Withdrawal,Other,-1121.47,expense
1374,2026-04-03 11:50:42,Bakery,Food,-125.83,expense
1373,2026-04-03 18:05:39,Zomato Delivery,Food,-201.16,expense
1372,2026-04-03 20:51:29,Netflix Subscription,Entertainment,-649,expense
1375,2026-04-04 07:32:56,Medical Consultation,Other,-380.17,expense
1377,2026-04-04 14:51:58,ATM Withdrawal,Other,-581.44,expense
1376,2026-04-04 22:22:09,Zomato Delivery,Food,-273.92,expense
1380,2026-04-05 09:25:06,Concert Tickets,Entertainment,-954.24,expense
1378,2026-04-05 13:25:24,Freelance Payment,Freelance,10438.22,income
1381,2026-04-05 16:20:00,Shopping Mall,Shopping,-2107.96,expense
1379,2026-04-05 17:30:58,Cafe Coffee,Food,-78.49,expense
1385,2026-04-06 16:39:10,Zomato Delivery,Food,-372.04,expense
1384,2026-04-06 19:02:52,Zomato Delivery,Food,-357.08,expense
1382,2026-04-06 19:46:02,Amazon Prime,Entertainment,-299,expense
1383,2026-04-06 23:48:05,Cafe Coffee,Food,-100.27,expense
1390,2026-04-07 08:39:57,Juice Bar,Food,-84.92,expense
1386,2026-04-07 12:43:13,Electricity Bill,Bills,-1189.03,expense
1388,2026-04-07 15:54:20,Auto Rickshaw,Travel,-61.2,expense
1387,2026-04-07 18:36:14,Zomato Delivery,Food,-377.27,expense
1389,2026-04-07 21:50:35,Books Purchase,Other,-157.55,expense
1392,2026-04-08 20:15:48,Juice Bar,Food,-86.0,expense
1391,2026-04-08 21:09:27,Uber Ride,Travel,-211.2,expense
1395,2026-04-09 10:49:11,Street Food,Food,-56.65,expense
1393,2026-04-09 14:13:49,ATM Withdrawal,Other,-412.26,expense
1394,2026-04-09 18:09:14,Bus Pass,Travel,-84.85,expense
1397,2026-04-10 11:31:40,Bus Pass,Travel,-105.94,expense
1396,2026-04-10 12:44:20,Juice Bar,Food,-48.37,expense
1398,2026-04-11 15:30:39,Stationery Shop,Shopping,-247.64,expense
1399,2026-04-11 23:22:06,Gym Membership,Other,-665.43,expense
1402,2026-04-12 10:10:43,Metro Card Recharge,Travel,-363.11,expense
1400,2026-04-12 12:06:49,Internet Bill,Bills,-658.29,expense
1401,2026-04-12 14:28:55,Restaurant Dinner,Food,-334.18,expense
1403,2026-04-12 23:31:00,Gaming Purchase,Entertainment,-361.4,expense
1406,2026-04-13 09:41:08,Zomato Delivery,Food,-189.36,expense
1404,2026-04-13 14:20:06,Freelance Payment,Freelance,9909.15,income
1405,2026-04-13 22:42:24,Grocery Store,Food,-194.71,expense
1407,2026-04-14 14:17:50,Medical Consultation,Other,-693.51,expense
1408,2026-04-14 19:36:47,Grocery Store,Food,-502.08,expense
1410,2026-04-15 12:09:15,Uber Ride,Travel,-83.04,expense
1409,2026-04-15 19:18:23,Medical Consultation,Other,-533.59,expense
1411,2026-04-15 22:53:39,Restaurant Dinner,Food,-438.82,expense
1412,2026-04-16 10:32:24,Medical Consultation,Other,-559.07,expense
1414,2026-04-16 13:54:27,Bakery,Food,-87.18,expense
1413,2026-04-16 19:08:57,Books Purchase,Other,-455.95,expense
1417,2026-04-17 08:55:19,Laundry Service,Other,-194.34,expense
1416,2026-04-17 19:46:02,Metro Card Recharge,Travel,-254.37,expense
1415,2026-04-17 22:22:07,ATM Withdrawal,Other,-1074.99,expense
1418,2026-04-18 06:03:16,Ola Cab,Travel,-225.4,expense
1419,2026-04-18 21:08:27,Bakery,Food,-119.57,expense
1420,2026-04-19 08:07:39,Sports Event Ticket,Entertainment,-552.26,expense
1421,2026-04-19 20:33:10,Sports Event Ticket,Entertainment,-724.47,expense
1423,2026-04-20 11:53:37,Ola Cab,Travel,-123.95,expense
1422,2026-04-20 17:16:37,Medical Consultation,Other,-347.99,expense
1427,2026-04-21 06:17:35,Auto Rickshaw,Travel,-80.96,expense
1425,2026-04-21 12:21:31,Grocery Store,Food,-631.77,expense
1424,2026-04-21 18:18:41,Cashback Refund,Other,122.03,income
1426,2026-04-21 18:33:37,Street Food,Food,-59.26,expense
1428,2026-04-21 21:00:17,Street Food,Food,-60.13,expense
1429,2026-04-22 07:44:00,Metro Card Recharge,Travel,-301.39,expense
1430,2026-04-22 15:46:11,Gym Membership,Other,-774.36,expense
1431,2026-04-23 08:33:35,Gym Membership,Other,-950.4,expense
1432,2026-04-23 15:21:48,Street Food,Food,-40.03,expense
1434,2026-04-23 20:38:14,Haircut Salon,Other,-204.36,expense
1433,2026-04-23 22:53:44,Medical Consultation,Other,-460.7,expense
1435,2026-04-24 07:17:35,Ola Cab,Travel,-136.98,expense
1438,2026-04-24 16:57:34,Medical Consultation,Other,-363.28,expense
1436,2026-04-24 17:34:27,Laundry Service,Other,-82.48,expense
1437,2026-04-24 21:14:53,Laundry Service,Other,-230.08,expense
1441,2026-04-25 11:28:15,ATM Withdrawal,Other,-1381.45,expense
1440,2026-04-25 18:44:39,Restaurant Dinner,Food,-444.59,expense
1439,2026-04-25 22:08:36,Gym Membership,Other,-723.04,expense
1443,2026-04-26 09:34:06,Cafe Coffee,Food,-96.57,expense
1442,2026-04-26 21:16:26,Sports Event Ticket,Entertainment,-458.2,expense
1446,2026-04-27 10:18:45,Juice Bar,Food,-75.54,expense
1447,2026-04-27 12:55:01,Gym Membership,Other,-1062.62,expense
1445,2026-04-27 17:07:37,Medical Consultation,Other,-278.02,expense
1444,2026-04-27 22:32:24,Medical Consultation,Other,-467.45,expense
1448,2026-04-28 09:53:33,Salary Deposit,Salary,68141.77,income
1450,2026-04-28 10:04:24,Ola Cab,Travel,-204.18,expense
1449,2026-04-28 12:59:23,Restaurant Dinner,Food,-367.63,expense
1452,2026-04-28 19:47:04,Bus Pass,Travel,-157.61,expense
1451,2026-04-28 21:03:53,Cafe Coffee,Food,-105.05,expense
1454,2026-04-29 12:17:27,Zomato Delivery,Food,-292.26,expense
1453,2026-04-29 13:30:33,Petrol Station,Travel,-1682.16,expense
1455,2026-04-30 13:15:31,Restaurant Dinner,Food,-269.16,expense
1457,2026-04-30 18:02:35,ATM Withdrawal,Other,-549.66,expense
1456,2026-04-30 22:00:07,Books Purchase,Other,-166.61,expense
